S.No,Date,Tele Caller,Description ,Contact Number,Status,Source,Category,Call Type,Remarks,Company
2951,26-05-22,Eswarya,INDUSIND BANK,8939923682,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2952,27-05-22,Muniswari,Mount Kailash Suites,099623 50694,Not required,Cold calling ,Hotel,Inactive,Nil,Budanta/S.I care 
2953,27-05-22,Muniswari,Lemon Tree Hotel,044 4423 2323,Not answering ,Cold calling ,Hotel,Inactive,Nil,Budanta/S.I care 
2954,27-05-22,Muniswari,Hablis ,8939884041,fixed appnt. 28 May ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2955,27-05-22,Muniswari,Mega TV ,9790308109,Not working in mega tv,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2956,27-05-22,Muniswari,Micromen Software ,044 43627101,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2957,27-05-22,Muniswari,Micromen Software,9884004918,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2958,27-05-22,Muniswari,MLS Business Centre,9940498202,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2959,27-05-22,Muniswari,MRF Limited,9840987861,disconnected call ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2960,27-05-22,Muniswari,MRF Limited,044-28292777,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2961,27-05-22,Muniswari,MRF Limited,044-28292777,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2962,27-05-22,Muniswari,Multi Commodity ,9176635254,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2963,27-05-22,Muniswari,National Institute for Research in Tuberculosis,9841803162,c/b 1or 2 june to get concerned person no.,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2964,27-05-22,Muniswari,DR.Subash,9940192773,Not interested,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2965,27-05-22,Muniswari,Navin Electricals,9962912207,Not interested,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2966,27-05-22,Muniswari,Net Access India Limited,9020104587,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2967,27-05-22,Muniswari,Net Access India Limited,8754483008,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2968,27-05-22,Muniswari,NHK F.Krishna India Automotive Seating Pvt Ltd,9487523158,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2969,27-05-22,Muniswari,Northern Lights Technology Development (Chennai) Pvt Ltd,9677044355,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2970,27-05-22,Muniswari,Northern Lights Technology Development (Chennai) Pvt Ltd,9677044355,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2971,27-05-22,Muniswari,NPS International School,9940112851,Wrong number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2972,27-05-22,Muniswari,Omkar Machining Centre Pvt Ltd,9443733311,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2973,27-05-22,Muniswari,Omkar Machining Centre Pvt Ltd,9443733311,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2974,27-05-22,Muniswari,Orion  Graphics & Printers Pvt. Ltd.,044-4311 4542/7299990251,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2975,27-05-22,Muniswari,Orion  Graphics & Printers Pvt. Ltd.,7299990251,Duplicate,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2976,27-05-22,Muniswari,Pan Gulf Technologies Pvt Ltd (Sonakshi Enterprises,7395991151,Duplicate,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2977,27-05-22,Muniswari,Pleasant Healthcare Ltd,9894512208,Wrong number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2978,27-05-22,Muniswari,PPG Asian Paints Pvt Ltd,044 37181946,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2979,27-05-22,Muniswari,Pradapt Solution Private Ltd,8754438988,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2980,27-05-22,Muniswari,Pradapt Solution Private Ltd,8754438988,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2981,27-05-22,Muniswari,Precia Molen India Ltd,9884033461,No incoming calls facility,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2982,27-05-22,Muniswari,Precia Molen India Ltd,9884033461,No incoming calls facility,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2983,27-05-22,Muniswari,Precia Molen India Ltd,7845415997,No requirement,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2984,27-05-22,Muniswari,Precia Molen India Ltd,7845415997,No requirement,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2985,27-05-22,Muniswari,"Priya Diagnostic Centre,",044-24911400/9444960140,No requirement,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2986,27-05-22,Muniswari,"Priya Diagnostic Centre,",044-24911400/9444960140,No requirement,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2987,27-05-22,Muniswari,"Priya Diagnostic Centre,",044 24911400,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2988,27-05-22,Muniswari,Priya Diagnostics Centre,9884033462,No requirement,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2989,27-05-22,Muniswari,OMR Priya Diagnostics ,044-24911400/9444960140,No requirement,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2990,27-05-22,Muniswari,OMR Priya Diagnostics ,044-24911400/9444960140,No requirement,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2991,27-05-22,Muniswari,Raaj Internet (I) Pvt Ltd,7299934699,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2992,27-05-22,Muniswari,Raaj Internet (I) Pvt Ltd,8939869004,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2993,27-05-22,Muniswari,The Belstead Hotel,9710022277- ,Not required,Cold calling ,Hotel,Inactive,Nil,Budanta/S.I care 
2994,27-05-22,Muniswari,Radha Rajendran Hospital Pvt Ltd,9962999829,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2995,27-05-22,Muniswari,Rathna Cools Private Ltd,9047440030,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2996,27-05-22,Muniswari,"Rathna Fan House Pvt. Ltd., ",9381744494,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2997,27-05-22,Muniswari,"Rathna Fan House Pvt. Ltd., ",9381744495,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2998,27-05-22,Muniswari,Ray Soft Technologies,98941 76485,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
2999,27-05-22,Muniswari,Rel Style Fashion India Ltd,9004526063,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3000,27-05-22,Muniswari,RELIANCE BRANDS LIMITED,9940108129,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3001,27-05-22,Muniswari,Reliance Capital,9004526063,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3002,27-05-22,Muniswari,Reliance Digital Express Mini,9004526063,No requirements now ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3003,27-05-22,Muniswari,Reliance Digital Express Mini,9443335014,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3004,27-05-22,Muniswari,Reliance Digital Express Mini,9380009601,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3005,27-05-22,Muniswari,Reliance Digital Express Mini,99400 36332,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3006,27-05-22,Muniswari,Reliance Digital Express Mini,9444037737,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3007,27-05-22,Muniswari,Reliance Digital Express Mini,90031 23049,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3008,27-05-22,Muniswari,Reliance Digital Express Mini,9791007832,No requirements now ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3009,27-05-22,Muniswari,Reliance Digital Express Mini,9940108129,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3010,27-05-22,Muniswari,Reliance Digital Express Mini,9940108029,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3011,27-05-22,Muniswari,Reliance Digital Express Mini,9840108129,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3012,27-05-22,Muniswari,Reliance Digital Express Mini,9940107119,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3013,27-05-22,Muniswari,Reliance Digital Express Mini,9950108149,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3014,28-05-22,Muniswari,Reliance Digital Express Mini,9940108129,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3015,28-05-22,Muniswari,Reliance Digital Express Mini,7418530206,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3016,28-05-22,Muniswari,Reliance Digital Express Mini,9790222211,call back 12.20 P.M ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3017,28-05-22,Muniswari,Reliance Digital Express Mini,9941756956,No incoming calls facility,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3018,28-05-22,Muniswari,Reliance Digital Express Mini,988445447,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3019,28-05-22,Muniswari,Reliance Digital Express Mini,9788820415,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3020,28-05-22,Muniswari,Reliance Digital Express Mini,9940108128,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3021,28-05-22,Muniswari,Reliance Digital Express Mini,9884172298,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3022,28-05-22,Muniswari,Reliance Digital Express Mini,9940108129,Invalid  number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3023,28-05-22,Muniswari,Reliance Digital Express Mini,8098351828,left the company,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3024,28-05-22,Muniswari,Reliance Digital Express Mini,97876 56809,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3025,28-05-22,Muniswari,Reliance Digital Express Mini,9566717888,Busy said to call later ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3026,28-05-22,Muniswari,Reliance Digital Express Mini,9003081812,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3027,28-05-22,Muniswari,Reliance Digital Express Mini,8438439717,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3028,28-05-22,Muniswari,Reliance Digital Express Mini,9688031286,left the company,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3029,28-05-22,Muniswari,Reliance Digital Express Mini,9884234840,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3030,28-05-22,Muniswari,Reliance Digital Express Mini,9688031286,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3031,28-05-22,Muniswari,Reliance Digital Express Mini,9940108129,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3032,28-05-22,Muniswari,Reliance Digital Retail Limited,97800 20415,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3033,28-05-22,Muniswari,Reliance Digital Retail Limited,99404 99742,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3034,28-05-22,Muniswari,"Reliance Retails Ltd.,",9629944314,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3035,28-05-22,Muniswari,"Reliance Retails Ltd.,",99404 99741,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3036,28-05-22,Muniswari,Rathna Cools Private Ltd,9047440030,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3037,28-05-22,Muniswari,"Rathna Fan House Pvt. Ltd., ",9381744494,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3038,28-05-22,Muniswari,"Rathna Fan House Pvt. Ltd., ",9381744495,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3039,28-05-22,Muniswari,Ray Soft Technologies,98941 76485,nwadmin@raysoftindia.co.in,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3040,28-05-22,Muniswari,Rel Style Fashion India Ltd,9004526063,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3041,28-05-22,Muniswari,RELIANCE BRANDS LIMITED,9940108129,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3042,28-05-22,Muniswari,Reliance Capital,9004526063,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3043,28-05-22,Muniswari,Reliance Digital Express Mini,9004526063,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3044,28-05-22,Muniswari,Reliance Digital Express Mini,9443335014,Invalid number ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3045,28-05-22,Muniswari,Reliance Digital Express Mini,9380009601,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3046,28-05-22,Muniswari,Reliance Digital Express Mini,99400 36332,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3047,28-05-22,Muniswari,Reliance Digital Express Mini,9444037737,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3048,28-05-22,Muniswari,Reliance Digital Express Mini,90031 23049,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3049,28-05-22,Muniswari,Kriticons Limited,9945230498,Wrong number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3050,28-05-22,Muniswari,Yusen Logistics (India) Limited,98334 00777,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3051,28-05-22,Muniswari,Zunotech Edusystems Pvt Ltd,9790805532,Ringing no response,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3052,28-05-22,Muniswari,"VSL India Ltd.,",8754579052,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3053,28-05-22,Muniswari,"VSL India Ltd.,",9677129195,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3054,28-05-22,Muniswari,WHITE DATA SYSTEMS INDIA PVT LTD,8870003150, call 30may b/w 10-4 to get mail id,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3055,28-05-22,Muniswari,"VSL India Ltd.,",044 -43556287,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3056,28-05-22,Muniswari,"Trent Hyper Market Ltd., (Star Bazar )",9094966290,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3057,28-05-22,Muniswari,Trivitron Health care ,9841207697,Not interested,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3058,28-05-22,Muniswari,Trivitron Research Centre,8148405164,Wrong number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3059,28-05-22,Muniswari,True Colurz,044 43081278,Not working,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3060,28-05-22,Muniswari,"
Trident Hotel Chennai",044 2234 4747,Not required,Cold calling ,Hotel,Inactive,Nil,Budanta/S.I care 
3061,28-05-22,Muniswari,"

Le Royal Méridien Chennai","044 2231 4343

",Not required,Cold calling ,Hotel,Inactive,Nil,Budanta/S.I care 
3062,28-05-22,Muniswari,The Westin,04466333777/8939892032/2036/2027,Not required,Cold calling ,Hotel,Inactive,Nil,Budanta/S.I care 
3063,28-05-22,Muniswari,vivanta ,04466802500/04466802520,9920368232 anand mohan pawar Not answering,Cold calling ,Hotel,Inactive,Nil,Budanta/S.I care 
3064,28-05-22,Muniswari,Ramada plaza Guindy,04445653333/04422200111,7397758404 prakasam N/w issues,Cold calling ,Hotel,Inactive,Nil,Budanta/S.I care 
3065,30-05-22,Muniswari,"Tata Motors Finance Ltd., ",8122004592,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3066,30-05-22,Muniswari,"Tata Motors Finance Ltd., ",9282596937,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3067,30-05-22,Muniswari,"Tata Motors Finance Ltd., ",9944524669,No requirement,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3068,30-05-22,Muniswari,"TI  Cycles of India Ltd.,(Tube Investments of India)",9940117370,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3069,30-05-22,Muniswari,"TI  Cycles of India Ltd.,(Tube Investments of India)",9940117370,Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3070,30-05-22,Muniswari,"TI Metal Forming,",,No. not given,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3071,30-05-22,Muniswari,TIDC India,044-52235555,Invalid Number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3072,30-05-22,Muniswari,TIDC India,044-52235555,Invalid Number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3073,30-05-22,Muniswari,TIDC India,9940117364,No requirements now ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3074,30-05-22,Muniswari,TIDC India,,No. not given,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3075,30-05-22,Muniswari,TIDC India,044-52235555,Invalid Number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3076,30-05-22,Muniswari,TIDC India,99402 19040,Could not speak to concerned person,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3077,30-05-22,Muniswari,TIDC India,9940117364,No requirements now ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3078,30-05-22,Muniswari,TIDC India,9840429307,Could not speak to concerned person,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3079,30-05-22,Muniswari,TIDC India,8754462532,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3080,30-05-22,Muniswari,TIDC India,8754462532,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3081,30-05-22,Muniswari,TIDC India,8925306672,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3082,30-05-22,Muniswari,TIDC India,8189871451,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3083,30-05-22,Muniswari,"Tikona Digital Networks Pvt. Ltd.,",98401720272,Invalid number,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3084,30-05-22,Muniswari,Bennett Coleman & Co Ltd (Times Global Broadcasting Company Limited),9710094070,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3085,30-05-22,Muniswari,TITAN COMPANY LIMITED,9840412944,Said will share the admin no.,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3086,30-05-22,Muniswari,Total Training Innovation,9003070831,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3087,30-05-22,Muniswari,"Trent Hyper Market Ltd., (Star Bazar )",9094966290,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3088,30-05-22,Muniswari,"Trent Hyper Market Ltd., (Star Bazar )",9094966290,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3089,30-05-22,Muniswari,"Trent Hyper Market Ltd., (Star Bazar )",9094966290,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3090,30-05-22,Muniswari,Trivitron Health care ,9841207697,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3091,30-05-22,Muniswari,Trivitron Research Centre,8148405164,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3092,30-05-22,Muniswari,True Colurz,044 43081278,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3093,30-05-22,Muniswari,Videocon Telecommunications Ltd,9629296384,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3094,30-05-22,Muniswari,"Vishal Information Technologies Ltd.,",98411 72173,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3099,30-05-22,Muniswari,Sony India Pvt Ltd,9789860927,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3100,30-05-22,Muniswari,Sri Annai Colour Lab,044-22453117/22533919 / 94446 39098,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3101,30-05-22,Muniswari,Sree Electricals,9481881052,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3102,30-05-22,Muniswari,Sri Sairam College of education (Shipping Science Institute),0413-2661537,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3103,30-05-22,Muniswari,Sri Sairam Engg College(Sapthagiri Educational Trust),044-24314152/53,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3104,30-05-22,Muniswari,Sri Sairam Engg College(Sapthagiri Educational Trust),",044-42267777",Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3105,30-05-22,Muniswari,"Sri Sairam Engg College,",9841939790,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3106,30-05-22,Muniswari,"Sri Sairam Engg College,","044-22380031, 22383377 / 9789977778",Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3107,30-05-22,Muniswari,"Sri Sairam Engg College,","044-22380032, 22383377 / 9789977778",Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3108,30-05-22,Muniswari,"Sri Sairam Engg College,","044-22380033, 22383377 / 9789977778",Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3109,30-05-22,Muniswari,"Sri Sairam Engg College,","044-22380034, 22383377 / 9789977778",Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3110,30-05-22,Muniswari,"Sri Sairam Engg College,",044-22512220,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3111,30-05-22,Muniswari,"Sri Sairam Engg College,",8122009924,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3112,30-05-22,Muniswari,"Sri Sairam Engg College,",9445253233,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3113,30-05-22,Muniswari,"Sri Sairam Engg College,","044-22380031, 22383377 / 9789977778",Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3114,30-05-22,Muniswari,"Sri Sairam Engg College,","044-22380031, 22383377 / 9789977778",Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3115,30-05-22,Muniswari,"Sri Sairam Engg College,",8754502224,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3116,30-05-22,Muniswari,"Sri Sairam Engg College,",9566227145,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3117,30-05-22,Muniswari,"Sri Sairam Engg College,",9840961973,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3118,30-05-22,Muniswari,"Sri Sairam Engg College,",9489283665,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3119,30-05-22,Muniswari,"Sri Sairam Engg College,",8754502223,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3120,30-05-22,Muniswari,"Sri Sairam Engg College,",8754502221,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3121,30-05-22,Muniswari,"Sri Sairam Engg College,",9790724939,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3122,30-05-22,Muniswari,"Sri Sairam Engg College,",9566227145,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3123,30-05-22,Muniswari,"Sri Sairam Engg College,",9940520944,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3124,30-05-22,Muniswari,"Sri Sairam Engg College,",9500035974,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3125,30-05-22,Muniswari,"Sri Sairam Engg College,",9600043945,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3126,30-05-22,Muniswari,vivanta ,9920368232,No requirements now ,Cold calling ,Hotel,Inactive,Nil,Budanta/S.I care 
3127,30-05-22,Muniswari,Ramada plaza Guindy,7397758404,c/b @ 4 P.M| C/b June 10,Cold calling ,Hotel,Inactive,Nil,Budanta/S.I care 
3128,31-05-22,Muniswari,"Sri Sairam Engg College,",9884834025,Not required,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3129,31-05-22,Muniswari,"Sri Sairam Engg College,",9566227145,Could not speak to concerned person,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3130,31-05-22,Muniswari,"Sri Sairam Engg College,",9566227145,Could not speak to concerned person,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3131,31-05-22,Muniswari,"Sri Sairam Engg College,",8789977778,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3132,31-05-22,Muniswari,"Sri Sairam Engg College,",8789977778,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3133,31-05-22,Muniswari,"Sri Sairam Engg College,",9566227145,Not answering ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3134,31-05-22,Muniswari,"Sri Sairam Engg College,",8056175066,No requirements now ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3135,31-05-22,Muniswari,"Sri Sairam Engg College,",9566227145,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3136,31-05-22,Muniswari,"Sri Sairam Engg College,",8754556444,In meeting call later |Not answering,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3137,31-05-22,Muniswari,Sri Sairam Institute of Technology,9865771381,sriramet1983@gmail.com for FMS - AMC ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3138,31-05-22,Muniswari,Sri Sairam Institute of Technology,"044-22380031, 22383377 / 9789977778",Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3139,31-05-22,Muniswari,Sri Sairam Institute of Technology,9865771381,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3140,31-05-22,Muniswari,Sri Sairam Institute of Technology,9865771381,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3141,31-05-22,Muniswari,Sri Sairam Institute of Technology,"044-22380031, 22383377 / 9789977778",Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3142,31-05-22,Muniswari,Sri Sairam Institute of Technology,"044-22380031, 22383377 / 9789977778",Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3143,31-05-22,Muniswari,Sri Sairam Institute of Technology,9865771381,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3144,31-05-22,Muniswari,Sri Sairam Institute of Technology,9865771381,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3145,31-05-22,Muniswari,Sri Sairam Institute of Technology,8754556444,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3146,31-05-22,Muniswari,Sri Sairam Institute of Technology,8056125983,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3147,31-05-22,Muniswari,Sri Sairam Institute of Technology,8056125983,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3148,31-05-22,Muniswari,Sri Sairam Institute of Technology,8754556444,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3149,31-05-22,Muniswari,Sri Sairam Institute of Technology,9043455452,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
3150,31-05-22,Muniswari,Sri Sairam Institute of Technology,8098568553,Not required ,Twice database ,corporate,Inactive,Nil,Budanta/S.I care 
